permit_id,builder,zone,building_type,approval_date,cost
86ea3882-59aa-4bbd-8e5a-498a6e6c9815,"Zacharia, Chacko and Sankar",South,Commercial,2022-07-31,58091.61
73ca30d0-6c5e-4a3f-a74a-7c66afdcdde3,Naidu Inc,Central,Commercial,2019-06-19,44848.72
4fcfa48b-36a6-4458-a825-0c269fdde3bf,"Sibal, Seth and Karnik",East,Residential,2020-07-21,54135.69
76886a65-ad35-42bf-9d78-0f37a1f5709a,"Rastogi, Pai and Dixit",South,Commercial,2021-08-07,50897.81
7f867928-a76a-487b-b293-65094b5a229f,Purohit Ltd,Central,Industrial,2024-04-10,46123.07
fd68d877-0072-4b1c-b30c-b85d951b7a0c,Ratta-Ramanathan,West,Industrial,2024-05-13,47132.45
f938a84e-7214-4c6a-8a22-984fb5d69247,"Batta, Parsa and Purohit",North,Residential,2021-10-20,41008.52
5f932885-5501-477d-8d1b-a6dec0e7b024,"Goyal, Dey and Dash",South,Residential,2023-08-20,44530.87
a7210523-c2f4-41c8-8405-b3f9f351068b,Gade-Kapur,South,Residential,2024-05-26,53045.67
39110e25-93ce-4679-8124-5a76bd18db99,Bail Inc,North,Commercial,2022-03-25,51629.4
4ab8da00-7429-4f9e-9ea4-539047742943,Banik PLC,Central,Industrial,2020-05-27,52647.23
f183658a-4218-4a43-a6b4-5a46c4390ca9,Mallick Inc,South,Residential,2024-03-19,68116.69
b21cc92d-1479-4f70-b627-d83707d4509b,Kothari Ltd,South,Residential,2020-08-16,53736.81
99f47f32-c672-48c9-9dc7-2a5870c02514,Amble-Sandal,North,Commercial,2021-05-19,59693.88
86cac5a3-d49f-45cf-b13f-924a691df4b4,"Anand, Mistry and Lata",South,Commercial,2023-07-26,64194.3
b602faf6-4c83-445f-93ae-baa7714feb34,"Viswanathan, Maharaj and Grewal",East,Commercial,2022-04-19,55378.74
303342e6-e912-4329-aff7-0fd056f5eaa7,Narasimhan-Mani,South,Commercial,2021-07-13,48320.46
0fb1e87a-b10b-439f-a37c-6691a735e267,Bajwa-Yadav,South,Residential,2020-04-19,51985.27
ded49211-b887-4c09-b370-430955650192,"Vyas, Bhat and Babu",South,Residential,2023-04-16,54184.84
534809af-320c-4891-98bb-171102ca1cc0,Goyal-Samra,South,Residential,2021-08-16,32557.94
dedd6164-d20e-4d5a-b6be-868149168165,"Keer, Kuruvilla and Mahajan",North,Residential,2022-05-19,35607.02
5748e6ea-8990-48f0-b01d-b875923ba526,Boase-Dada,South,Residential,2024-09-18,44536.29
c4da50b6-dd6c-489f-b3fb-41e529c08cbe,"Ben, Kaur and Kapoor",North,Residential,2024-04-25,58659.72
4031cf35-6061-4b2b-b881-64df676d3730,Reddy and Sons,East,Residential,2023-08-28,53978.32
b819f384-1783-4c7d-b676-1138efeaac6d,Bhandari and Sons,East,Residential,2021-07-14,70536.33
e20a6e48-16c4-42ac-8386-57ec055ebf75,Garg-Pau,North,Residential,2021-08-21,45774.58
62e623aa-a774-4b9e-b824-5972d87a77f0,"Lall, Bajwa and Bail",South,Residential,2021-07-18,66159.64
d115a3ba-f2fb-4c78-bec5-16b0e180b067,"Sachdev, Pradhan and Verma",North,Residential,2021-09-03,66757.47
9cd20285-27c3-4701-b1c4-755f43a80da8,Sood LLC,East,Residential,2024-07-17,56855.29
a25f9651-7fb9-469e-81fe-9bb86e49fb36,"Manne, Aggarwal and Pandit",East,Residential,2022-02-27,57988.56
955a30ce-c5aa-4798-82d6-dcd534dcfeec,Edwin PLC,Central,Residential,2021-07-12,52712.71
d4111b60-607d-4fa6-b78a-1b22daf58a94,Yohannan PLC,West,Residential,2020-01-03,55653.05
8f5e486d-aecf-4b5d-a362-6780e3b03bff,Dalal-Samra,West,Residential,2023-05-11,46383.67
bfb6693d-0d18-48b6-9861-7139bea27b80,"Wali, Solanki and Nath",Central,Residential,2023-03-20,45206.47
30f997d9-e0ed-4bb0-8dd2-193d0761a8ec,"Parmer, Boase and Konda",South,Industrial,2024-07-03,45306.53
e9f6d153-b108-447d-ae7a-458a35420fc0,Dua Group,Central,Industrial,2021-09-04,56277.52
03ce961b-b8f5-46d6-b6b2-a2446d36e150,Halder Inc,South,Residential,2022-03-20,56498.66
012f13e1-e885-4e78-a528-9fc5d16e888f,"Sampath, Deshmukh and Lalla",North,Industrial,2024-08-25,43255.47
df8263fc-01bb-4c16-b8a6-93d226ce4db6,"Rajagopalan, Bandi and Sarkar",West,Residential,2020-01-03,41829.6
cd8c22e7-00eb-4841-a20c-848684b98d01,"Barman, Comar and Gade",Central,Residential,2020-08-25,32372.02
84c3d7a2-8fac-42c5-a9e7-050a84daf2cb,"Bumb, Dua and Wable",North,Industrial,2022-01-09,46136.62
a2cde7cb-6af3-4056-91cd-a5246ddd441b,Kala-Chhabra,North,Industrial,2019-03-20,52122.51
e885de18-1855-44ae-8494-19926f902b70,Pal-Mutti,South,Commercial,2024-01-05,44895.23
c5d21ae6-0b65-4565-b750-2d4345e6a1d1,"Bora, Prashad and Balay",East,Commercial,2022-08-12,62540.79
408a4f09-abb8-4bae-a1db-3a153a13e831,"Goda, Trivedi and Kamdar",West,Residential,2022-07-13,70341.11
1674dbc0-308c-4118-b874-0f568e9a3f3e,"Kata, Seth and Mittal",North,Commercial,2019-06-28,47189.01
7e84190a-14fc-43e0-b095-767db452f38e,"Balakrishnan, Salvi and Soman",West,Residential,2021-01-27,49173.43
ef7ea224-8f94-4b2b-9b37-8e7d45cd8227,Majumdar Inc,North,Residential,2019-09-16,61531.19
9351db2e-8558-4b71-a71c-d194396f16be,Mani PLC,West,Commercial,2023-02-18,52508.01
4ed3d4da-625e-4b65-8b23-58f57250a8f7,Nayak Inc,South,Residential,2020-01-22,40074.07
df885837-79d3-4bea-8d73-b893a17e7db6,Nanda Group,West,Industrial,2021-06-06,43043.33
b4826012-c61c-4ec7-b7e1-d3f05069c862,Brahmbhatt-Pillay,South,Industrial,2022-08-20,47808.64
611432a3-778b-40b5-a428-0840f2419e58,Chacko Group,North,Commercial,2023-11-05,56758.07
5a199952-2732-4a38-a92e-4e4a4bf9d82c,"Bath, Mital and Vohra",West,Residential,2019-09-28,29185.47
a8bb9562-bbfb-463c-bae2-62993591e2b3,Dyal-Kamdar,North,Residential,2019-09-11,63230.72
08ebbf01-fc07-4e0a-9d28-0827b7747b4d,Dyal-Kothari,East,Commercial,2022-09-26,64500.43
122bc5e9-d9b0-426c-949d-1a51d907704e,Kulkarni-Divan,South,Residential,2019-05-14,59816.58
107393a5-fb8e-4dbf-9170-5b4afc3210ee,Dora-Lala,West,Residential,2021-09-29,42571.67
4239837e-72fc-45eb-aff1-d9ec73c3e8a0,Saran PLC,West,Residential,2024-10-19,39743.17
73a3471d-42fd-4aeb-bd9b-68ec9c297ba1,"Kalla, Pillai and Pant",West,Residential,2020-10-23,51676.38
32b59b48-c119-4c4a-9c64-00c142ab0e00,Parsa-Hegde,South,Industrial,2024-10-30,46619.23
189b64a2-e36f-4a92-ae0c-858737122c4e,"Uppal, Nadkarni and Savant",North,Residential,2022-02-28,33040.79
f7c8409f-f8ed-4030-9e2d-c3ae80a49a9a,"Bawa, Chaudhuri and Parmer",South,Commercial,2024-12-05,52174.72
da16d5e0-99d2-42db-9ee7-d3eade6f2c89,"Chanda, Mishra and Parikh",North,Residential,2020-02-13,39517.81
bb9c59e6-77ca-46b8-9076-ea573aef9c90,"Tak, Pandya and Jain",North,Residential,2024-12-13,31383.67
de9c5960-af02-4b35-bbce-b9845bd4f746,"Majumdar, Nigam and Thakkar",West,Commercial,2021-02-06,58861.19
6a29b638-281a-44f3-a226-f490b3baf7d7,"Bhat, Sharaf and Munshi",Central,Residential,2022-12-25,52173.56
6c3114c7-8b77-444f-93fe-544d59bc8775,"Khanna, Babu and Borah",Central,Residential,2024-08-25,50829.93
b404b9f5-add4-41fe-a040-d6b4bcfd1468,"Walia, Arya and Wali",West,Residential,2023-10-20,37732.36
a893e9c0-b5d1-4974-b7e5-ce89b758c928,"Choudhary, Nadkarni and Mane",East,Residential,2023-06-02,41394.39
5890a516-b698-463c-a7f1-a2a8f8090b7c,Bail-Goyal,North,Commercial,2019-04-13,55970.66
637fa229-4daa-4c13-b0cd-855c2fa99f62,Ben-Mahal,South,Residential,2020-08-30,65618.36
64d0852a-b43c-4eaa-acfc-d71dfa16a2b4,Chadha LLC,West,Residential,2020-03-24,48029.32
3927274b-35a5-4883-96d9-f0fad68c57d1,"Kapadia, Halder and Gala",North,Commercial,2020-01-15,62941.56
ed5f82aa-9616-4d05-a495-14c4c8d4f2b1,Gour Group,Central,Residential,2021-12-15,42729.28
2e2d0a3c-c3ee-4d22-b90d-8c38f189b0af,Jayaraman-Chander,West,Residential,2022-10-10,62257.87
efcd2360-176b-4e01-9141-c98ed8d179f1,"Choudhury, Nigam and Zacharia",East,Industrial,2021-07-16,51607.85
decb876e-b5ed-4450-b2f1-0492a8cc61fc,"Halder, Tripathi and Kata",North,Commercial,2022-08-24,56433.3
6497d8da-ca1f-446b-ab11-6bec6d015b8c,"Solanki, Mann and Kamdar",North,Residential,2024-01-01,41970.35
958f8988-59d6-41f7-abf0-6ec62165f2f4,Khurana Inc,West,Industrial,2021-03-30,45704.17
65357235-e859-4452-bf9f-419f949d2e5c,Rana-Gade,Central,Residential,2024-01-05,29161.93
539c1c68-dde3-4d47-b82b-e51621a316b2,"Narayan, Gokhale and Batra",South,Residential,2019-09-30,55034.5
82f53d08-92c5-4f71-ba5f-67b93316597f,"Goyal, Ranganathan and Mody",South,Residential,2023-03-05,55935.22
88137ee5-3973-46ec-9111-d2e2a376d1c4,Bansal Ltd,Central,Commercial,2024-08-20,57261.7
03c97557-9909-41fd-99c9-18e4d3af82c6,Deep-Rana,North,Commercial,2021-04-10,54120.92
05298bfb-1412-4778-a8bc-8233ac081a34,Goyal Group,West,Residential,2020-12-14,56545.61
004a7d8c-0a11-4ff3-9563-e8eb9ab9487d,"Sundaram, Dubey and Dutt",South,Residential,2021-05-31,47727.98
2d807cba-ee9b-489e-8e9f-1f45a33dc10c,Sharma LLC,East,Residential,2020-12-13,32552.78
bebfc7c6-af08-48c0-bf3e-e0b9535f3137,D’Alia-Agarwal,South,Residential,2022-12-15,64718.21
2e37b603-c663-4916-8b5a-c78a1e827eac,Mangat Group,North,Residential,2021-12-27,56175.3
6a90ee29-0f92-4cf8-87f2-9fa46abdb2d9,Kurian Group,West,Residential,2020-03-11,46353.57
114d2d91-b09d-4612-a2c3-076c09866d22,Sane-Krishnamurthy,North,Residential,2024-05-12,60546.6
5a375545-5548-4245-b8b6-f0c127f22bd5,Chaudhry Group,West,Residential,2024-01-29,49085.28
6aa4716f-c593-475f-a132-d37ed5a8072e,Bakshi-Morar,South,Residential,2020-04-17,52476.88
02894bbe-e06c-48f1-89c7-cf3aa5533992,"Bhakta, Bhagat and Menon",East,Industrial,2020-07-13,41103.81
b0b4a664-cc9e-49bc-85a8-2eb0946906dd,Kibe PLC,West,Residential,2024-06-02,47127.03
4d9ed2f0-6bba-4608-821e-98f6e22476d1,Bedi and Sons,South,Residential,2020-04-23,40107.29
663b0371-6515-4c91-babd-baad82bce871,Rout-Thakur,North,Residential,2024-08-11,38856.03
6ed5245a-8078-457e-b1a5-0e28963c197b,Arya-Apte,North,Commercial,2019-02-02,49566.28
9b1ed644-4526-4b09-90ae-d86a83210c02,"Mittal, Handa and Chatterjee",East,Residential,2023-03-21,51964.69
0f80e1c6-837f-45fa-b62d-0a17cac8a397,Sibal Group,South,Commercial,2020-03-05,36970.28
a4b53bad-8566-44be-9a19-13af40d5e34a,Walia-Taneja,South,Industrial,2021-02-26,39249.74
2e7f7f43-1435-4062-945e-2df21f1dd4ed,"Dhawan, Narasimhan and Deo",West,Industrial,2024-09-06,39497.51
d9abd9e4-19cf-4be2-a779-64f8bdbea418,Master-Kulkarni,East,Residential,2020-08-12,51400.03
fb7b3772-be0e-4bca-8c8e-95ddb2cb8651,Kothari-Mangat,East,Residential,2021-01-19,52670.77
36e8632b-deb1-4d8a-8a1d-b78ce46b07b0,Varughese Inc,East,Residential,2024-08-16,48408.81
79d8f9fa-6e42-4c0b-9cb7-b98f4ebff99b,Khalsa-Khurana,Central,Industrial,2021-08-10,47701.82
b6cc0dda-965f-4889-96c4-333d89277eaf,Wason-Sankar,North,Residential,2020-01-04,45022.67
38d03e3f-e794-4e83-b71b-a53322ef0e27,Viswanathan-Khatri,West,Commercial,2022-10-21,50319.03
2a886000-7a7b-4393-99e3-2588171feb0f,Mannan-Chad,East,Commercial,2020-10-11,40871.38
0daf89f4-79a9-4e93-a50b-1b4a002b41e2,Garde Ltd,South,Residential,2020-07-18,39673.84
5ef9a0b3-4a04-43d3-87eb-b6147a65b22b,Balasubramanian Ltd,East,Residential,2019-12-07,63196.66
7c7765f5-9fbf-4207-bc0e-7889689b19ea,Seth Group,North,Commercial,2019-11-01,60825.37
1879ec40-ace7-406b-a3de-36f11fd359c2,Bajwa Inc,Central,Residential,2020-01-14,62817.66
e08c0376-131a-4040-8244-91977bd145e2,Narang PLC,North,Residential,2022-09-16,51976.4
448a5de5-41ff-46a9-b48b-0050fe7d04cc,Nanda-Gour,East,Commercial,2022-02-21,49073.86
c3672c31-91fc-4020-b77c-dd5b941350a3,"Sahni, Sankar and Pillay",Central,Commercial,2019-12-21,37617.16
8ec1ba01-5c59-49ed-85cf-6faae4c1e880,"Vasa, Kothari and Guha",West,Residential,2020-06-06,75342.87
412d5d8d-8051-4d63-b4c8-ecf284ac9423,Dass-Mitter,West,Residential,2024-07-22,60245.99
87799283-644f-4ec9-ad27-1a0b04441b21,Sane and Sons,East,Industrial,2020-03-08,50796.2
a11b7be8-8188-4aee-8e87-e8391733dcef,Soman Ltd,North,Commercial,2021-11-26,51816.93
977415ef-4805-4d29-8b9b-b85d92e3e46c,Rai Ltd,North,Residential,2023-03-13,40677.22
14b7b32c-309d-495a-9a9f-5ac8c66db186,"Wagle, Dalal and Shenoy",South,Commercial,2024-10-28,30456.21
8a8b4770-deaf-4cb3-93ef-16930e8e121f,"Prasad, Verma and Mohanty",West,Residential,2020-04-27,60861.71
f2e31b2e-7fe0-484a-b40c-a3cf2fe5a36a,Divan-Devan,Central,Residential,2023-02-03,46916.19
c949c397-861d-4092-a6b2-44f2c242ae5d,Sastry-Kibe,East,Commercial,2024-11-16,34159.9
66d3e94e-0a71-4bb1-9a97-565645d8d94b,"Ratti, Brahmbhatt and Mody",North,Commercial,2024-08-04,47752.86
769248cd-a74c-4572-9b6f-6661d56fb299,Misra Ltd,East,Residential,2024-12-16,34580.9
37ab941c-537d-4ced-bdfb-ceec88b257ef,Edwin-Krishnamurthy,South,Residential,2023-09-28,47547.9
3053b2cc-c5ad-4a83-a561-2147b03f90fe,"Rajagopal, Chakrabarti and Vora",Central,Residential,2020-10-11,62878.5
aee63277-8bed-4e49-b1a8-82862688532f,"Muni, Dhingra and Badami",North,Residential,2024-06-21,50367.34
7c066880-67a7-46e0-9798-b44b4d94adec,"Ratta, Sharaf and Raval",Central,Residential,2023-10-13,52684.16
245af2c3-bd0b-4170-a5fc-ed316e2afedd,Sane Inc,South,Commercial,2024-02-05,61714.21
e4b7ffd9-14ad-4e7d-8d28-aea4c91a3262,Sandhu-Joshi,East,Residential,2023-11-26,58118.51
ef2f22cc-2327-4ee5-9612-5aaf48d1079b,Solanki and Sons,North,Residential,2024-04-13,52943.75
2f885f25-f298-407e-a7f5-de427da60a44,"Mukhopadhyay, Shah and Gandhi",North,Commercial,2024-04-15,49716.57
f4788039-140d-445e-af63-69909437c87e,Kulkarni LLC,Central,Residential,2022-11-25,46340.26
77bed4e7-b0a3-41df-a125-1108ab31d007,"Brahmbhatt, Gala and Sandhu",South,Residential,2024-01-09,48352.18
74972fdc-fe6e-473a-a038-aa97c3b98695,Bhatnagar PLC,Central,Residential,2019-10-08,27581.23
f5ed9f56-d449-4581-8991-c1272e3f375e,"Sahota, Ramachandran and Date",East,Commercial,2024-08-05,52156.9
b49b7e45-eebe-4d34-b461-c43c33d15bdf,"Cheema, Balan and Nagi",Central,Commercial,2020-04-17,52653.07
d8605bf8-b8dd-4cbe-b12d-789858161e11,Peri LLC,South,Commercial,2024-03-05,43035.82
efac5698-cc21-41e6-b1c8-e74ab6a8a95c,"Edwin, Deol and Baria",Central,Residential,2021-02-24,58856.31
e8ea5fdb-1c16-475c-b317-03f7f38daebe,"Bhandari, Bhagat and Dhillon",South,Commercial,2019-07-02,34593.23
4e559faa-44fe-4ec6-9e93-0c5bc860c376,Soman Inc,South,Residential,2019-12-25,56419.9
c91d5995-ec19-4dea-998c-e90a5b4fc649,"Atwal, Lad and Sarna",South,Residential,2019-12-05,44316.94
d2f6a3e4-896d-477c-8528-d1e70bf2ee2d,"Lata, Peri and Chokshi",East,Residential,2021-05-15,51138.21
8597f170-d6d4-48f4-a3b4-084f2cfc63cd,Dash Group,North,Residential,2023-03-01,46834.66
e75989c4-6cb1-4e02-8b34-f08929d61482,"Kashyap, Bhatnagar and Kale",South,Commercial,2024-12-28,39455.16
93e04b2a-0ca9-4268-97b9-57e3fd21339e,Palla Inc,West,Residential,2019-04-04,50682.27
94b47896-fec8-4628-adf6-be0f6a592da9,Bhakta-Shere,Central,Residential,2019-05-24,42878.13
6d9c70c8-878f-4eae-ba36-ea1f2b2e567e,Sagar LLC,North,Residential,2024-10-15,53658.23
9017b3af-9e10-4e52-82d5-03b9cd3f83a9,"Chopra, Ratti and Bera",South,Commercial,2019-12-29,58043.74
1e758869-27a3-4681-8a42-201dfd8c4273,"Seth, Sharaf and Nagar",West,Residential,2023-10-26,44741.91
2cde76e0-7c86-4760-bd90-d0cce8acc5f6,Gara Group,West,Industrial,2020-04-16,58576.83
72438702-98a1-4bda-ac47-7d2d50f888e8,Shanker-Gour,Central,Residential,2022-04-25,66515.0
aae34b78-21eb-4aca-b95a-b29a6a96680b,Kala-Chadha,Central,Residential,2024-04-23,52018.79
c14052c7-8e30-4873-81f3-a8a33b92c591,"Chaudhry, Nayak and Comar",Central,Commercial,2023-01-21,52561.17
749b690a-2ab3-4706-a8fb-147c904cbcce,Bali-Saxena,Central,Residential,2021-08-30,52321.35
994becf0-e349-41b4-ae73-f17ca84af8df,"Hans, Sanghvi and Singhal",West,Commercial,2022-10-02,47083.8
1c5cbfbb-1f83-4a22-943d-ec8a7374e895,Sane Group,Central,Commercial,2020-03-09,53883.29
1d837c69-08f3-4205-a92c-22c07785afb6,"Bail, Cheema and Borra",South,Commercial,2022-01-19,63487.64
83836697-b1e5-46e9-b25c-081bd328c49f,"Borra, Reddy and Madan",West,Industrial,2019-03-12,49902.89
54db7e61-e4eb-43f4-8468-b36ce84285a4,Wadhwa LLC,Central,Residential,2024-12-15,48015.09
5a225a03-0705-4cd6-93a5-26a0bdd40dc3,Cherian-Verma,Central,Commercial,2021-04-18,43687.29
b00fdb29-fb9f-4810-8e7b-aa816e7c3497,"Rout, Nadig and Hayer",Central,Commercial,2021-06-27,53327.31
bb869ef2-febe-480f-9e7d-5aaba2a3836c,"Chand, Mahal and Apte",West,Residential,2021-06-24,44617.02
3bb8a004-d1e0-4e5e-9f57-e39ee10b3467,"Garg, Kala and Trivedi",Central,Residential,2021-03-31,37260.03
b16372f9-6dac-4096-9b30-6c4198c400ce,Patla Ltd,North,Residential,2021-03-03,44637.35
1425291d-5738-4d32-9942-4d713dbaa5c9,Rout-Krishnamurthy,North,Commercial,2019-11-08,55939.87
71c7e7f3-f6d5-442f-9bb3-77b129ab62bd,"Chandra, Mistry and Sundaram",East,Commercial,2023-02-03,53683.06
3504a749-cb83-42db-85f3-10770ed44043,Dutta-Grewal,East,Residential,2019-03-15,43728.48
f7c00e77-7ef6-4775-9ffd-ec8baaa8a53c,Swamy Group,Central,Residential,2021-12-09,41850.24
0d70f905-116e-48a1-b654-497cf688dc65,Nair PLC,West,Residential,2022-09-19,54822.59
1055a3fb-66ca-4dfb-8e87-11367eed8edf,"Sahni, Tripathi and Baral",Central,Residential,2022-12-26,52092.2
64a4d0d1-da36-4a23-a8dd-02cc723237d2,Deol-Kadakia,South,Residential,2021-02-21,62183.18
4403ab8a-b8c3-45d2-a3d5-4e49b625f08d,Yadav Ltd,North,Residential,2020-06-24,46918.86
d7a4c9a4-d7d8-4cf7-9263-26c04dce6e46,Krishnamurthy Ltd,East,Residential,2021-02-17,53523.61
9c495124-e977-488c-9aa1-5aa721b459c3,"Guha, Ben and Tak",East,Commercial,2022-08-22,59931.31
4d8cc5d4-bd07-4a7d-bf7e-f6f3bd88fa6e,"Uppal, Dube and Brar",East,Residential,2019-04-20,43496.02
5308bf9f-031d-4191-8707-37d931070ddb,"Parmer, Radhakrishnan and Dara",West,Residential,2020-06-23,44314.35
d6336004-aebc-46da-92ba-6e62f2406982,Sanghvi-Sibal,North,Industrial,2023-09-07,49224.98
c2a0ce8d-3309-434e-a1d6-7b2c95bbb39f,"Seth, Suri and Dyal",North,Residential,2021-03-15,68445.65
305f0d72-bba6-420d-993f-d53f0e972b2c,"Tara, Sankaran and Chatterjee",East,Industrial,2019-03-21,43297.36
5da0809a-6c74-4618-bacd-943135c6bf67,Deep-Dyal,East,Commercial,2023-08-24,47308.2
15268ac4-7576-4734-acb7-a0d969ddb248,Balay-Kohli,East,Commercial,2024-04-14,41942.75
e30e01b8-d652-4914-99b0-f9b6e0f2386f,Borra-Banik,Central,Commercial,2024-03-10,51249.85
be591169-89dc-4edd-8493-28bfe4fb7678,Korpal-Pradhan,East,Residential,2022-07-05,36654.65
de252a7a-9a24-40ce-8041-87fe06e2c2c5,Savant-Dora,East,Residential,2022-11-08,54467.79
0f64b96d-2b8e-4b16-a4fc-bb83d8236759,Johal Group,North,Commercial,2020-10-31,34294.84
8b195350-5ae5-467a-b4f0-9af62e84f017,Sehgal Group,South,Industrial,2024-08-01,27409.11
4336bcc7-7ffe-4615-8aa1-75b9968ef259,Srinivasan Inc,South,Residential,2020-03-14,53057.95
257369f9-312f-4d44-9358-a554da893927,"Mander, Bala and Radhakrishnan",South,Residential,2021-08-05,62475.44
caef6964-acf1-4acb-a374-00aad5015df0,Walia and Sons,Central,Residential,2023-12-08,52756.18
c40e344f-7fde-4949-98ec-03cfb13eb4b0,Nadkarni Group,South,Commercial,2023-05-17,66693.25
7a9a7106-1fd0-43a2-a2e3-ad03189677eb,Devan-Bala,East,Residential,2021-01-02,42694.23
ba34698f-9692-4e30-89d5-c33f92b3b04c,Chaudhry-Korpal,North,Residential,2020-07-24,50002.98
bae365a0-f9a9-479d-81c7-f60154ba7bab,Kari-Bera,North,Residential,2022-08-30,37232.81
b472f020-82f2-4680-a94e-2cd686c45760,"Devan, Bhalla and Som",Central,Residential,2019-01-30,59734.05
8556477d-84f3-4d05-bebe-f0eac29ebe89,"Verma, Shroff and Pingle",West,Commercial,2023-09-12,49820.45
6a5bdef8-4455-459b-b9e9-362db337479d,Sha PLC,South,Residential,2023-03-03,43659.32
78882fdc-4aaa-4957-b6a4-fd3d042b5784,"Borra, Dave and Ramachandran",North,Commercial,2020-01-25,53502.4
8fa5d3da-f58f-43e7-9fc0-d1748c84d39e,Ahluwalia Inc,West,Industrial,2024-08-01,53079.99
e3e91e32-8a9f-4d8a-aedc-7c60dbad64fc,"Bose, Pandit and Munshi",West,Residential,2022-02-01,55132.55
3973d395-8327-4b3b-8c28-a97366723777,Badami Ltd,North,Residential,2023-10-02,49926.61
9973d59a-6278-4381-9e9d-61c80368bd38,Pathak and Sons,East,Commercial,2020-03-04,46889.78
908f6ce2-2ca6-46b5-9e37-aa5dd76184e4,"Mukhopadhyay, Kashyap and Chada",South,Commercial,2023-11-26,47853.79
4a9b726b-8c06-441d-9f76-db0a304082ff,Loke and Sons,West,Residential,2023-03-19,64971.85
6a2e73d0-e5bf-4658-b5b3-e1188d20bf91,"Khare, Rastogi and Sandal",South,Residential,2021-07-12,30326.56
6ff83999-ea1c-48fe-a1ab-c2cf67b0ba68,Khare-Kata,West,Residential,2019-04-06,14623.35
142d45e3-07f2-43d6-87f7-7e50c7d2431a,Majumdar PLC,South,Residential,2022-12-07,77516.22
3033a598-d916-4f22-9fd7-a046e1913dba,"Koshy, Ramachandran and Wali",East,Commercial,2022-02-22,43157.85
457f64f5-8339-4e1d-9152-54afcbd3ea80,Tak-Sharaf,West,Residential,2020-12-30,46335.27
d50ba3ee-8ebb-42c4-b875-f8b7b5d51d6c,Sankar-Roy,North,Commercial,2024-10-05,33807.61
d3d5773e-fafd-4d7f-a947-520d51f56eed,Bajaj Ltd,North,Residential,2022-12-20,51442.76
2f145380-2119-42f5-ad74-071a3dd7906d,"Acharya, Rege and Ramakrishnan",North,Residential,2022-01-20,38853.62
b321b03e-879c-4020-9435-83ce8d1af263,"Borah, Sharaf and Nadkarni",North,Commercial,2019-08-12,51557.23
cb581957-8ef2-4796-81a2-9d05497f0df5,Khurana Ltd,East,Industrial,2024-05-13,59755.32
12c13531-340f-45a1-b72e-edad5d8b1117,"Kalita, Raval and Andra",East,Commercial,2023-12-14,49819.08
ba40a32b-9ca3-44ad-b629-8aa9599aba73,"Agate, Dhingra and Arora",South,Industrial,2020-02-25,57683.57
06bd55e2-9269-4a36-9135-5d90e0ba4d5e,"Bhatt, Dey and Ray",North,Residential,2020-01-27,36838.79
56d698d4-b84e-49b6-a015-e7594fb7b6a8,Andra Inc,East,Industrial,2020-03-03,56467.84
93d59057-827b-4898-9f91-27cc1cea9640,Karpe-Sanghvi,West,Residential,2023-09-16,61327.43
71eaf791-9a83-41e3-98ac-1d3b76ac16a2,Gupta Ltd,West,Commercial,2021-11-25,76933.18
9c474053-cb2a-4599-96a9-93bdddfba073,Brahmbhatt and Sons,West,Residential,2020-01-17,56048.43
c1dc93fa-b096-40d6-b591-ed5269bb3908,"Anand, Gole and Jaggi",North,Commercial,2024-07-28,55999.3
8eadf8e6-6b5e-4031-9d82-5978f307eca1,Rau-Thakkar,East,Residential,2023-02-07,45656.9
00b49153-e904-451a-97ef-8bc94ce34668,Kothari-Subramaniam,North,Commercial,2024-08-04,39535.56
1e52f538-867f-4eaa-b683-a86bf0f833cc,Batra Ltd,Central,Residential,2023-11-11,57255.54
bd84315b-9be3-45fb-be02-a85db9668897,Dutta PLC,North,Residential,2020-06-14,64975.67
25e70893-7a2d-4d1c-a5ea-410c2b6938dd,Kadakia Inc,South,Residential,2022-01-23,43569.28
93fe8291-f8e7-4f73-833b-e4683c4c18ca,Swaminathan Inc,Central,Residential,2022-12-12,71714.38
8df1f0fd-162e-42f6-b24c-15bf6c813d73,Dada-Korpal,North,Residential,2019-04-22,51531.08
b4b2aa88-9125-48e8-8c27-c01b42e396d8,Som-Goda,East,Residential,2021-04-07,48821.15
8003e7a1-8b0f-4937-a2e1-8990d1b3ac6f,"Manda, Sheth and Chada",East,Residential,2019-11-08,43519.19
4a25c9e1-e890-4595-9731-19ca87a6b99d,Barman-Roy,West,Residential,2019-07-14,45264.08
1cc9e228-c514-4ec2-8595-39ff864a80d2,Sodhi PLC,East,Residential,2019-07-04,32066.08
5c7df9df-0a4a-4b80-8c01-3620b86181ec,"Chatterjee, Sant and Dani",North,Residential,2022-04-18,47695.02
971aa004-e1d1-4a0c-8bfd-f3b07a289c21,Bhalla-Kari,East,Residential,2021-11-22,29208.84
4c973cf8-1157-456a-a0dc-77821a634616,Lal-Nagarajan,South,Commercial,2022-12-30,40976.13
ad51ce6d-336f-4fae-bae4-1bf9a096e4f6,Shanker-Sodhi,West,Commercial,2023-10-12,45594.95
6a99f297-c028-4bd6-b159-39aa1b88811b,"Amble, Acharya and Tandon",Central,Commercial,2024-02-27,39577.74
c91c520f-4ad0-40e1-a3b7-22a51787cce3,Tara-Aurora,East,Residential,2022-03-03,52772.14
